Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-11,87.36604749891116,88.49607006733498,86.98298763895646,88.10343170166016,15330200,0.0,0.0
2024-04-12,88.11301020738028,88.9365863490922,87.26070585476714,88.10343170166016,10905900,0.0,0.0
2024-04-15,89.62608193828238,89.94210685875687,88.62055806348923,89.1568374633789,11597300,0.0,0.0
2024-04-16,89.0993880318864,90.20068243411427,87.76826062685967,89.43456268310547,10388200,0.0,0.0
2024-04-17,90.60288090629318,91.04339715191848,89.69312020649765,90.82313537597656,10181200,0.0,0.0
2024-04-18,91.12959893631651,91.81909793471551,90.5262772666108,91.68502807617188,10062900,0.0,0.0
2024-04-19,91.37857999425465,92.14469972034463,90.4879689178352,90.52627563476562,11241900,0.0,0.0
2024-04-22,90.62204288658843,91.03383097945428,89.87508013819445,90.20068359375,8642000,0.0,0.0
2024-04-23,90.37303893869037,90.70821351545887,89.93252273690065,90.03785705566406,6582700,0.0,0.0
2024-04-24,90.11447739482928,91.1583152212157,90.11447739482928,90.63160705566406,6493200,0.0,0.0
2024-04-25,90.0187219846756,90.77526318448936,88.52479659612428,89.96126556396484,5317900,0.0,0.0
2024-04-26,90.58372391902292,91.37857178483708,89.93253170848625,90.13363647460938,6115700,0.0,0.0
2024-04-29,90.44008199647577,90.87101973308201,89.73141876321162,90.076171875,5030700,0.0,0.0
2024-04-30,88.97488831811714,89.54947442426038,88.34283848697847,88.3524169921875,6493300,0.0,0.0
2024-05-01,87.92147364671607,87.97893737283164,86.2743214190749,86.51373291015625,9783100,0.0,0.0
2024-05-02,87.46181896276059,88.53437790521888,87.05960935933874,88.49607849121094,7333300,0.0,0.0
2024-05-03,89.14726018895915,89.6835469025127,87.97893823824724,88.24707794189453,5736700,0.0,0.0
2024-05-06,88.8791221652815,89.4154088889718,88.56310454072903,89.40583038330078,6696300,0.0,0.0
2024-05-07,90.09534116800603,90.32517417178018,89.26218648321799,89.80804443359375,7113500,0.0,0.0
2024-05-08,89.17600349370628,89.67397622879092,88.8025221158279,89.62609100341797,5372900,0.0,0.0
2024-05-09,89.67397419201329,89.99957764338284,89.07065981981897,89.43456268310547,6429800,0.0,0.0
2024-05-10,89.12811656282167,89.19515149330532,87.03086939928295,87.08833312988281,10548400,0.0,0.0
2024-05-13,87.4043471495512,88.84081614863588,87.2894343056303,88.79293823242188,8792100,0.0,0.0
2024-05-14,89.05149636353644,90.34431695683398,88.67801502116735,88.85997009277344,7811000,0.0,0.0
2024-05-15,88.38115007065858,88.69717500363839,87.00213749493513,87.78740692138672,15614400,0.0,0.0
2024-05-16,87.80655733079195,88.90784430115978,87.65333047556177,87.88316345214844,12711700,0.0,0.0
2024-05-17,88.1129969414738,88.3811366111944,87.47136866749028,88.27579498291016,12019600,0.0,0.0
2024-05-20,88.34283671158036,88.77377445596268,86.98298124957626,87.88316345214844,9701500,0.0,0.0
2024-05-21,87.6916373529348,88.91742297202819,87.57671721129782,88.8886947631836,7809700,0.0,0.0
2024-05-22,88.05553671075786,88.83123485033425,87.76824732735703,88.58224487304688,7611900,0.0,0.0
2024-05-23,88.53437066707045,88.65886932432724,87.2894352383171,87.52884674072266,7729000,0.0,0.0
2024-05-24,87.88317100669015,88.29495908269578,87.61503129324633,87.86402130126953,6936800,0.0,0.0
2024-05-28,87.85444169675074,88.60140440521988,87.48096034251617,88.10343170166016,10835000,0.0,0.0
2024-05-29,87.79698542712346,88.79293814222827,87.50968870509469,87.78740692138672,7237300,0.0,0.0
2024-05-30,88.32368256039402,89.90379241440411,88.06511408177761,89.49200439453125,9300100,0.0,0.0
2024-05-31,89.53991465513131,91.04341881217027,89.03236336672954,91.0242691040039,12565600,0.0,0.0
2024-06-03,90.87042019194993,91.5722368883321,90.41857384571048,90.75505828857422,9668100,0.37,0.0
2024-06-04,90.64931023554341,91.43764840509932,89.80329111096013,91.0819320678711,7838400,0.0,0.0
2024-06-05,91.63953468562633,91.63953468562633,90.08208296131338,90.67814636230469,7463300,0.0,0.0
2024-06-06,91.19730662465516,93.06240251716139,90.36089605398439,92.02410125732422,9760100,0.0,0.0
2024-06-07,91.70683794868116,94.158381277463,91.62031651427797,92.82205200195312,9397400,0.0,0.0
2024-06-10,92.0337099281187,93.24505396746645,91.90872474840035,92.29328155517578,7035100,0.0,0.0
2024-06-11,91.83182025203841,92.29328992900055,90.87043181527798,92.1683120727539,7301500,0.0,0.0
2024-06-12,92.62976364899967,92.77397336471527,89.8898083896464,90.06285858154297,9861300,0.0,0.0
2024-06-13,90.40896242950338,90.88004067306773,90.10131844710058,90.5435562133789,8348200,0.0,0.0
2024-06-14,90.17823802515308,91.12039458279078,89.69754380824887,89.78406524658203,7426800,0.0,0.0
2024-06-17,88.4573447870299,91.44726316427787,88.4573447870299,91.33189392089844,6365400,0.0,0.0
2024-06-18,91.01463091383596,91.5818538393538,90.5723931647735,91.1203842163086,6712000,0.0,0.0
2024-06-20,90.25513418044936,92.37980151900202,89.90903379332839,91.8798828125,9393800,0.0,0.0
2024-06-21,92.2548241685741,93.45655959282315,91.7356735851212,93.42771911621094,15124400,0.0,0.0
2024-06-24,93.54309126138244,94.25451660087602,92.94702783191904,93.41810607910156,9466900,0.0,0.0
2024-06-25,93.55268906973951,93.86994895533877,90.85119041100656,91.09153747558594,9006500,0.0,0.0
2024-06-26,90.45701735395096,90.83196552126772,89.55331738230448,90.42817687988281,10160400,0.0,0.0
2024-06-27,90.14938057698322,91.08192843168946,89.78405565170907,90.55316925048828,25772700,0.0,0.0
2024-06-28,74.15186918787197,75.99774010539157,71.67149320758507,72.45983123779297,129967000,0.0,0.0
2024-07-01,72.58482366198615,74.08458720772995,71.42154458678598,73.86347198486328,44369000,0.0,0.0
2024-07-02,73.85384744480416,73.9692166790431,72.47906190973482,73.10396575927734,26183400,0.0,0.0
2024-07-03,72.58482479516789,72.988606166124,72.12335513206699,72.3348617553711,15952000,0.0,0.0
2024-07-05,72.4502354493451,73.15204492265813,71.89262837821151,72.51753234863281,19603700,0.0,0.0
2024-07-08,72.49830066812012,72.57520616343942,70.18135117041487,70.22942352294922,29905000,0.0,0.0
2024-07-09,70.46977869647733,71.27734150101372,69.58529571817915,69.6622085571289,23445500,0.0,0.0
2024-07-10,69.46992528546352,69.8352502235096,68.90270233620103,69.7391128540039,21378200,0.0,0.0
2024-07-11,69.89292937123395,70.90239006197285,69.49876396600806,70.55628967285156,15876700,0.0,0.0
2024-07-12,70.72933849932599,71.19080812083202,70.34478170387277,70.58512878417969,14527500,0.0,0.0
2024-07-15,70.18133555385704,70.19095148918645,68.48929034155162,68.55658721923828,20775800,0.0,0.0
2024-07-16,68.74888721275633,70.14289747251883,68.74888721275633,69.99868774414062,20980700,0.0,0.0
2024-07-17,69.72949141165489,70.50821357842744,69.70065093656117,70.24864196777344,11161600,0.0,0.0
2024-07-18,70.15251196545314,71.07544393932824,69.55644852334552,69.58528900146484,14440100,0.0,0.0
2024-07-19,69.5083796106859,70.00829831797374,69.07575045869918,69.89292907714844,11913300,0.0,0.0
2024-07-22,70.2967146222278,72.43099047137208,70.24864227365524,71.96952819824219,19385500,0.0,0.0
2024-07-23,71.74841396909599,72.14258673555045,70.41208467396501,70.56591033935547,11041800,0.0,0.0
2024-07-24,70.42169508434725,70.5562888635939,68.33548417121335,68.3450927734375,18563300,0.0,0.0
2024-07-25,68.76810237764032,69.63335329512792,68.1720463393348,68.65274047851562,13855400,0.0,0.0
2024-07-26,69.21996377930104,69.96984554667365,69.09498592967603,69.75833892822266,8892000,0.0,0.0
2024-07-29,69.70065286038489,71.01775749289921,69.41223343186589,70.71011352539062,10471800,0.0,0.0
2024-07-30,70.84470642733594,71.61381266919831,70.62358389022897,71.45037841796875,8515700,0.0,0.0
2024-07-31,71.62342782598948,72.51751923184057,71.06582085571448,71.96952819824219,14632900,0.0,0.0
2024-08-01,71.81570614986951,71.90223491467458,70.43131192628711,70.99852752685547,9563500,0.0,0.0
2024-08-02,70.01792037994262,71.26772092489482,69.14305339714568,71.15235900878906,11526600,0.0,0.0
2024-08-05,68.31625312627288,69.81602392506906,68.01822508786837,68.662353515625,13191500,0.0,0.0
2024-08-06,68.89309040951575,70.41207837796095,68.74888069480978,69.70065307617188,13469700,0.0,0.0
2024-08-07,70.06598047079216,71.34462873962732,69.72949601447,69.81602478027344,9571200,0.0,0.0
2024-08-08,70.4024769362948,71.34463347655125,70.22942672800933,71.32540893554688,8828000,0.0,0.0
2024-08-09,71.25810522212865,71.70034297103304,70.53706397906069,71.4696044921875,7186600,0.0,0.0
2024-08-12,71.82531537785412,72.1041188509216,71.19080294606736,71.75801849365234,7067300,0.0,0.0
2024-08-13,72.3444743308292,75.99775304491513,72.1714241320607,75.46898651123047,22114800,0.0,0.0
